기준년,시도,행정구역,직종_중분류,신규구인인원,신규구직건수,취업건수,구인배율
22년,광주광역시,서구,정보통신 연구개발직 및 공학기술직,196,600,175,0.32666666666666666
22년,광주광역시,서구,건설·채굴 연구개발직 및 공학기술직,1162,483,207,2.4057971014492754
22년,광주광역시,서구,제조 연구개발직 및 공학기술직,404,883,299,0.4575311438278596
22년,광주광역시,서구,교육직,284,589,149,0.48217317487266553
22년,광주광역시,서구,법률직,34,88,18,0.38636363636363635
22년,광주광역시,서구,사회복지·종교직,607,1783,547,0.340437464946719
22년,광주광역시,서구,경찰·소방·교도직,0,39,3,0.0
22년,광주광역시,서구,군인,0,8,1,0.0
22년,광주광역시,서구,보건·의료직,368,2159,735,0.17044928207503474
22년,광주광역시,서구,예술·디자인·방송직,373,1067,269,0.34957825679475163
22년,광주광역시,서구,스포츠·레크리에이션직,51,125,38,0.408
22년,광주광역시,서구,미용·예식 서비스직,49,628,108,0.07802547770700637
22년,광주광역시,서구,여행·숙박·오락 서비스직,10,98,28,0.10204081632653061
22년,광주광역시,서구,음식 서비스직,528,1508,313,0.35013262599469497
22년,광주광역시,서구,경호·경비직,236,526,178,0.44866920152091255
22년,광주광역시,서구,돌봄 서비스직(간병·육아),281,984,310,0.2855691056910569
22년,광주광역시,서구,청소 및 기타 개인서비스직,2506,719,1742,3.4853963838664814
22년,광주광역시,서구,영업·판매직,676,1044,208,0.6475095785440613
22년,광주광역시,서구,운전·운송직,384,806,276,0.47642679900744417
22년,광주광역시,서구,건설·채굴직,722,820,175,0.8804878048780488
22년,광주광역시,서구,기계 설치·정비·생산직,293,719,240,0.40751043115438107
22년,광주광역시,서구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),171,140,48,1.2214285714285715
22년,광주광역시,서구,전기·전자 설치·정비·생산직,633,1102,339,0.574410163339383
22년,광주광역시,서구,정보통신 설치·정비직,107,106,28,1.009433962264151
22년,광주광역시,서구,화학·환경 설치·정비·생산직,21,71,30,0.29577464788732394
22년,광주광역시,서구,섬유·의복 생산직,6,74,15,0.08108108108108109
22년,광주광역시,서구,식품가공·생산직,40,310,73,0.12903225806451613
22년,광주광역시,서구,인쇄·목재·공예 및 기타 설치·정비·생산직,65,112,39,0.5803571428571429
22년,광주광역시,서구,제조 단순직,260,664,187,0.39156626506024095
22년,광주광역시,서구,농림어업직,32,122,30,0.26229508196721313
22년,광주광역시,남구,관리직(임원·부서장),52,360,110,0.14444444444444443
22년,광주광역시,남구,경영·행정·사무직,889,3824,1215,0.23247907949790794
22년,광주광역시,남구,금융·보험직,40,185,57,0.21621621621621623
22년,광주광역시,남구,인문·사회과학 연구직,6,8,4,0.75
22년,광주광역시,남구,자연·생명과학 연구직,2,52,12,0.038461538461538464
22년,광주광역시,남구,정보통신 연구개발직 및 공학기술직,29,415,137,0.06987951807228916
22년,광주광역시,남구,건설·채굴 연구개발직 및 공학기술직,201,341,138,0.5894428152492669
22년,광주광역시,남구,제조 연구개발직 및 공학기술직,68,524,174,0.1297709923664122
22년,광주광역시,남구,교육직,140,488,125,0.28688524590163933
22년,광주광역시,남구,법률직,0,70,13,0.0
22년,광주광역시,남구,사회복지·종교직,671,1427,438,0.47021723896285916
22년,광주광역시,남구,경찰·소방·교도직,0,30,7,0.0
22년,광주광역시,남구,군인,0,5,0,0.0
22년,광주광역시,남구,보건·의료직,542,1657,601,0.32709716354858176
22년,광주광역시,남구,예술·디자인·방송직,207,625,161,0.3312
22년,광주광역시,남구,스포츠·레크리에이션직,3,85,20,0.03529411764705882
22년,광주광역시,남구,미용·예식 서비스직,46,399,86,0.11528822055137844
22년,광주광역시,남구,여행·숙박·오락 서비스직,11,65,6,0.16923076923076924
22년,광주광역시,남구,음식 서비스직,360,1048,221,0.3435114503816794
22년,광주광역시,남구,경호·경비직,51,359,105,0.14206128133704735
22년,광주광역시,남구,돌봄 서비스직(간병·육아),528,859,269,0.6146682188591386
22년,광주광역시,남구,청소 및 기타 개인서비스직,2557,545,2253,4.6917431192660555
22년,광주광역시,남구,영업·판매직,168,608,143,0.27631578947368424
22년,광주광역시,남구,운전·운송직,169,495,165,0.3414141414141414
22년,광주광역시,남구,건설·채굴직,894,636,123,1.4056603773584906
22년,광주광역시,남구,기계 설치·정비·생산직,225,454,150,0.4955947136563877
22년,광주광역시,남구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),20,98,33,0.20408163265306123
22년,광주광역시,남구,전기·전자 설치·정비·생산직,91,597,185,0.152428810720268
22년,광주광역시,남구,정보통신 설치·정비직,31,59,24,0.5254237288135594
22년,광주광역시,남구,화학·환경 설치·정비·생산직,25,52,24,0.4807692307692308
22년,광주광역시,남구,섬유·의복 생산직,21,40,10,0.525
22년,광주광역시,남구,식품가공·생산직,42,227,55,0.18502202643171806
22년,광주광역시,남구,인쇄·목재·공예 및 기타 설치·정비·생산직,4,70,9,0.05714285714285714
22년,광주광역시,남구,제조 단순직,42,386,86,0.10880829015544041
22년,광주광역시,남구,농림어업직,24,75,20,0.32
22년,광주광역시,북구,관리직(임원·부서장),191,959,272,0.1991657977059437
22년,광주광역시,북구,경영·행정·사무직,2182,9133,2897,0.23891382897186028
22년,광주광역시,북구,금융·보험직,32,380,112,0.08421052631578947
22년,광주광역시,북구,인문·사회과학 연구직,2,23,6,0.08695652173913043
22년,광주광역시,북구,자연·생명과학 연구직,27,96,31,0.28125
22년,광주광역시,북구,정보통신 연구개발직 및 공학기술직,211,959,286,0.22002085505735142
22년,광주광역시,북구,건설·채굴 연구개발직 및 공학기술직,596,707,296,0.842998585572843
22년,광주광역시,북구,제조 연구개발직 및 공학기술직,704,1606,534,0.4383561643835616
22년,광주광역시,북구,교육직,147,937,233,0.1568836712913554
22년,광주광역시,북구,법률직,11,148,38,0.07432432432432433
22년,광주광역시,북구,사회복지·종교직,871,2776,886,0.3137608069164265
22년,광주광역시,북구,경찰·소방·교도직,0,100,12,0.0
22년,광주광역시,북구,군인,0,10,2,0.0
22년,광주광역시,북구,보건·의료직,841,3391,1266,0.24800943674432321
22년,광주광역시,북구,예술·디자인·방송직,308,1608,433,0.19154228855721392
22년,광주광역시,북구,스포츠·레크리에이션직,39,167,30,0.23353293413173654
22년,광주광역시,북구,미용·예식 서비스직,32,844,175,0.037914691943127965
22년,광주광역시,북구,여행·숙박·오락 서비스직,12,121,28,0.09917355371900827
22년,광주광역시,북구,음식 서비스직,662,2252,482,0.29396092362344584
22년,광주광역시,북구,경호·경비직,163,770,219,0.21168831168831168
22년,광주광역시,북구,돌봄 서비스직(간병·육아),788,1648,570,0.47815533980582525
22년,광주광역시,북구,청소 및 기타 개인서비스직,1988,1106,3739,1.7974683544303798
22년,광주광역시,북구,영업·판매직,446,1393,316,0.32017229002153624
22년,광주광역시,북구,운전·운송직,627,1355,456,0.46273062730627307
22년,광주광역시,북구,건설·채굴직,362,1439,296,0.25156358582348853
22년,광주광역시,북구,기계 설치·정비·생산직,701,1065,360,0.6582159624413145
22년,광주광역시,북구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),227,310,96,0.7322580645161291
22년,광주광역시,북구,전기·전자 설치·정비·생산직,1204,1992,679,0.6044176706827309
22년,광주광역시,북구,정보통신 설치·정비직,138,135,54,1.0222222222222221
22년,광주광역시,북구,화학·환경 설치·정비·생산직,160,172,57,0.9302325581395349
22년,광주광역시,북구,섬유·의복 생산직,40,123,29,0.3252032520325203
22년,광주광역시,북구,식품가공·생산직,168,472,118,0.3559322033898305
22년,광주광역시,북구,인쇄·목재·공예 및 기타 설치·정비·생산직,94,193,48,0.48704663212435234
22년,광주광역시,북구,제조 단순직,1081,1175,377,0.92
22년,광주광역시,북구,농림어업직,145,197,47,0.7360406091370558
22년,광주광역시,광산구,관리직(임원·부서장),394,976,288,0.4036885245901639
22년,광주광역시,광산구,경영·행정·사무직,3735,8700,2662,0.42931034482758623
22년,광주광역시,광산구,금융·보험직,20,245,56,0.08163265306122448
22년,광주광역시,광산구,인문·사회과학 연구직,3,22,6,0.13636363636363635
22년,광주광역시,광산구,자연·생명과학 연구직,6,89,28,0.06741573033707865
22년,광주광역시,광산구,정보통신 연구개발직 및 공학기술직,110,780,205,0.14102564102564102
22년,광주광역시,광산구,건설·채굴 연구개발직 및 공학기술직,426,567,238,0.7513227513227513
22년,광주광역시,광산구,제조 연구개발직 및 공학기술직,1070,1342,451,0.797317436661699
22년,광주광역시,광산구,교육직,191,781,190,0.24455825864276567
22년,광주광역시,광산구,법률직,15,83,19,0.18072289156626506
22년,광주광역시,광산구,사회복지·종교직,852,2761,883,0.308583846432452
22년,광주광역시,광산구,경찰·소방·교도직,0,64,2,0.0
22년,광주광역시,광산구,군인,0,18,1,0.0
22년,광주광역시,광산구,보건·의료직,610,3360,1113,0.18154761904761904
22년,광주광역시,광산구,예술·디자인·방송직,285,1234,274,0.23095623987034036
22년,광주광역시,광산구,스포츠·레크리에이션직,37,154,29,0.24025974025974026
22년,광주광역시,광산구,미용·예식 서비스직,53,848,130,0.0625
22년,광주광역시,광산구,여행·숙박·오락 서비스직,5,104,21,0.04807692307692308
22년,광주광역시,광산구,음식 서비스직,642,2040,375,0.31470588235294117
22년,광주광역시,광산구,경호·경비직,263,610,174,0.4311475409836066
22년,광주광역시,광산구,돌봄 서비스직(간병·육아),561,1305,388,0.4298850574712644
22년,광주광역시,광산구,청소 및 기타 개인서비스직,4155,835,2792,4.976047904191617
22년,광주광역시,광산구,영업·판매직,654,1091,245,0.5994500458295142
22년,광주광역시,광산구,운전·운송직,1503,1510,466,0.9953642384105961
22년,광주광역시,광산구,건설·채굴직,500,1124,216,0.44483985765124556
22년,광주광역시,광산구,기계 설치·정비·생산직,3613,1764,646,2.048185941043084
22년,광주광역시,광산구,금속·재료 설치·정비·생산직(판금·단조·주조·용접·도장 등),1688,430,143,3.925581395348837
22년,광주광역시,광산구,전기·전자 설치·정비·생산직,1885,2627,936,0.7175485344499429
22년,광주광역시,광산구,정보통신 설치·정비직,92,142,40,0.647887323943662
22년,광주광역시,광산구,화학·환경 설치·정비·생산직,774,243,94,3.185185185185185
22년,광주광역시,광산구,섬유·의복 생산직,96,119,42,0.8067226890756303
22년,광주광역시,광산구,식품가공·생산직,303,469,117,0.6460554371002132
22년,광주광역시,광산구,인쇄·목재·공예 및 기타 설치·정비·생산직,276,182,47,1.5164835164835164
22년,광주광역시,광산구,제조 단순직,2952,1744,641,1.6926605504587156
22년,광주광역시,광산구,농림어업직,87,164,36,0.5304878048780488
22년,대전광역시,동구,관리직(임원·부서장),37,422,108,0.08767772511848342
22년,대전광역시,동구,경영·행정·사무직,547,4258,1297,0.12846406763738843
22년,대전광역시,동구,금융·보험직,4,120,32,0.03333333333333333
22년,대전광역시,동구,인문·사회과학 연구직,0,11,4,0.0
22년,대전광역시,동구,자연·생명과학 연구직,0,41,13,0.0
22년,대전광역시,동구,정보통신 연구개발직 및 공학기술직,52,441,135,0.11791383219954649
22년,대전광역시,동구,건설·채굴 연구개발직 및 공학기술직,91,243,116,0.37448559670781895
22년,대전광역시,동구,제조 연구개발직 및 공학기술직,101,581,206,0.1738382099827883
22년,대전광역시,동구,교육직,23,371,67,0.06199460916442048
22년,대전광역시,동구,법률직,0,68,22,0.0
22년,대전광역시,동구,사회복지·종교직,346,1276,390,0.2711598746081505
22년,대전광역시,동구,경찰·소방·교도직,0,58,4,0.0
22년,대전광역시,동구,군인,0,4,0,0.0
22년,대전광역시,동구,보건·의료직,243,1362,452,0.17841409691629956
22년,대전광역시,동구,예술·디자인·방송직,114,727,206,0.15680880330123798
22년,대전광역시,동구,스포츠·레크리에이션직,15,92,19,0.16304347826086957
22년,대전광역시,동구,미용·예식 서비스직,2,350,53,0.005714285714285714
22년,대전광역시,동구,여행·숙박·오락 서비스직,0,94,13,0.0
22년,대전광역시,동구,음식 서비스직,331,1359,291,0.24356144223693893
22년,대전광역시,동구,경호·경비직,6,605,193,0.009917355371900827
22년,대전광역시,동구,돌봄 서비스직(간병·육아),361,937,254,0.3852721451440768
22년,대전광역시,동구,청소 및 기타 개인서비스직,130,914,262,0.1422319474835886
22년,대전광역시,동구,영업·판매직,132,802,146,0.16458852867830423
